"date","governorate_name","governorate_ID","district_name","district_ID","calc_price_petrol","calc_price_diesel","calc_price_bottled_water","calc_price_treated_water","calc_price_soap","calc_price_laundry","calc_price_sanitary","cost_cubic_meter","exchange_rate"
2019-01-03,"Sana'a","YE23","Sanhan","YE2305",-7.5,12.5,16.6666666666667,-16.6666666666667,-16.6666666666667,-16.6666666666667,0,-10,1.72413793103448
2019-01-03,"Sana'a","YE23","Bani Matar","YE2307",NA,NA,NA,NA,NA,NA,NA,NA,NA
2019-01-03,"Sana'a","YE23","Khwlan","YE2312",12.3076923076923,14.6666666666667,0,NA,0,0,0,11.1111111111111,2.72727272727273
2019-01-03,"Aden","YE24","Al Buraiqeh","YE2404",5.45454545454545,14.5161290322581,15.3846153846154,-33.3333333333333,-25,64.99999999835,-8.69565217391305,-60,-0.338983050847452
2019-01-03,"Aden","YE24","Khur Maksar","YE2408",5.45454545454545,NA,-3.84615384615384,-6.66666666666667,0,-0.266666693262219,0,NA,-1.69491525423728
2019-01-03,"Lahj","YE25","Al Milah","YE2508",18.1818181818182,25,0,NA,0,85.4285714179755,-8.33333333333334,33.3333333333333,1.37693631669535
2019-01-03,"Lahj","YE25","Tuban","YE2515",9.09090909090908,22.9508196721311,36.3636363636364,-33.3333333333333,0,0.0999999989989897,-8.33333333333334,300,2.18340611353711
2019-01-03,"Amran","YE29","Jabal Iyal Yazid","YE2912",8.95522388059702,9.55414012738853,4.34782608695652,40,25,19.899999998801,51.4545454545455,5.26315789473684,4.46428571428572
2019-01-03,"Amran","YE29","Amran","YE2915",12.3076923076923,14.6666666666667,9.09090909090908,35.3846154096095,11.1111111111111,0,25,5.88235294117647,3.50877192982457
2019-01-03,"Al Dhale'e","YE30","Qa'atabah","YE3003",10,22.5806451612903,0,0,36.5384615384615,0,0,0,-2.85714285714286
2019-01-03,"Al Dhale'e","YE30","Ad Dhale'e","YE3006",18.1818181818182,25,-9.09090909090909,0,8.33333333333333,-6.25,0,11.1111111111111,-2.24215246636771
2019-01-03,"Socotra","YE32","Hidaybu","YE3201",-2.12765957446809,0,20,NA,66.6666666666667,75,16.6666666666667,-10,-3.44827586206896
